unit_key	command_stars
ntw3_art_foot_058_012_0159_tow_012_com_0045	1
ntw3_art_foot_059_009_0166_com_0052	2
ntw3_art_foot_059_009_0166_tow_012_com_0052	2
ntw3_art_foot_063_012_15668_com_0323	2
ntw3_art_foot_063_012_15668_tow_011_com_0323	2
ntw3_art_foot_065_012_15671_com_0244	2
ntw3_art_foot_065_012_15671_tow_011_com_0244	2
ntw3_art_foot_068_018_0185_com_0057	1
ntw3_art_foot_068_018_0185_tow_015_com_0057	1
ntw3_art_foot_069_005_0187_com_0058	2
ntw3_art_foot_069_005_0187_tow_016_com_0058	2
ntw3_art_foot_074_015_0199_com_0059	1
ntw3_art_foot_074_015_0199_tow_016_com_0059	1
ntw3_art_foot_076_999_0203_com_0061	3
ntw3_art_foot_076_999_0203_tow_005_com_0061	3
ntw3_art_foot_079_018_0200_com_0060	1
ntw3_art_foot_079_018_0200_tow_005_com_0060	1
ntw3_art_foot_080_006_0209_com_0308	1
ntw3_art_foot_080_006_0209_tow_032_com_0308	1
ntw3_art_foot_080_008_0208_com_0307	2
ntw3_art_foot_080_008_0208_tow_032_com_0307	2
ntw3_art_foot_082_012_0212_com_0309	1
ntw3_art_foot_082_012_0212_tow_032_com_0309	1
ntw3_art_foot_084_010_0215_com_0305	2
ntw3_art_foot_084_010_0215_tow_033_com_0305	2
ntw3_art_foot_089_006_0226_com_0254	1
ntw3_art_foot_089_006_0226_tow_040_com_0254	1
ntw3_art_foot_089_008_0224_com_0299	1
ntw3_art_foot_089_008_0224_tow_040_com_0299	1
ntw3_art_foot_090_008_0228_com_0062	3
ntw3_art_foot_090_008_0228_tow_004_com_0062	3
ntw3_art_foot_091_002_0230_com_0063	2
ntw3_art_foot_091_002_0230_tow_004_com_0063	2
ntw3_art_foot_092_007_0232_com_0064	1
ntw3_art_foot_092_007_0232_tow_001_com_0064	1
ntw3_art_foot_093_005_0236_com_0065	3
ntw3_art_foot_093_005_0236_tow_001_com_0065	3
ntw3_art_foot_094_005_0237_com_0066	1
ntw3_art_foot_094_005_0237_tow_001_com_0066	1
ntw3_art_foot_094_005_0239_com_0067	4
ntw3_art_foot_094_005_0239_tow_001_com_0067	4
ntw3_art_foot_095_001_0240_com_0068	1
ntw3_art_foot_095_001_0240_tow_004_com_0068	1
ntw3_art_foot_096_001_0245_com_0069	2
ntw3_art_foot_096_001_0245_tow_001_com_0069	2
ntw3_art_foot_099_008_0250_com_0071	3
ntw3_art_foot_099_008_0250_tow_002_com_0071	3
ntw3_art_foot_101_007_0255_com_0072	1
ntw3_art_foot_101_007_0255_tow_002_com_0072	1
ntw3_art_foot_102_005_0258_com_0073	3
ntw3_art_foot_102_005_0258_tow_002_com_0073	3
ntw3_art_foot_103_005_0261_com_0074	6
ntw3_art_foot_103_005_0261_tow_002_com_0074	6
ntw3_art_foot_105_001_0265_com_0076	2
ntw3_art_foot_105_001_0265_tow_002_com_0076	2
ntw3_art_foot_108_006_15843_com_0336	1
ntw3_art_foot_108_006_15843_tow_047_com_0336	1
ntw3_art_foot_110_012_15816_com_0326	1
ntw3_art_foot_110_012_15816_tow_047_com_0326	1
ntw3_art_foot_111_012_15837_com_0338	2
ntw3_art_foot_111_012_15837_tow_047_com_0338	2
ntw3_art_foot_112_008_15658_com_0240	1
ntw3_art_foot_112_008_15658_tow_047_com_0240	1
ntw3_art_foot_112_999_15854_com_0341	1
ntw3_art_foot_112_999_15854_tow_047_com_0341	1
ntw3_art_foot_113_006_15716_com_0285	1
ntw3_art_foot_113_006_15716_tow_048_com_0285	1
ntw3_art_foot_113_008_15721_com_0286	1
ntw3_art_foot_113_008_15721_tow_048_com_0286	1
ntw3_art_foot_113_012_15666_com_0284	2
ntw3_art_foot_113_012_15666_tow_048_com_0284	2
ntw3_art_foot_114_006_15821_com_0328	5
ntw3_art_foot_114_006_15821_tow_047_com_0328	5
ntw3_art_foot_114_012_15822_com_0327	3
ntw3_art_foot_114_012_15822_tow_047_com_0327	3
ntw3_art_foot_116_006_15827_com_0334	1
ntw3_art_foot_116_006_15827_tow_048_com_0334	1
ntw3_art_foot_116_010_15826_com_0333	2
ntw3_art_foot_116_010_15826_tow_048_com_0333	2
ntw3_art_foot_117_007_0270_com_0079	3
ntw3_art_foot_117_007_0270_com_0079	3
ntw3_art_foot_117_007_0270_tow_028_com_0079	3
ntw3_art_foot_117_007_0270_tow_028_com_0079	3
ntw3_art_foot_117_007_0272_com_0080	2
ntw3_art_foot_117_007_0272_com_0080	2
ntw3_art_foot_117_007_0272_tow_028_com_0080	2
ntw3_art_foot_117_007_0272_tow_028_com_0080	2
ntw3_art_foot_118_009_0278_com_0082	1
ntw3_art_foot_118_009_0278_com_0082	1
ntw3_art_foot_118_009_0278_tow_027_com_0082	1
ntw3_art_foot_118_009_0278_tow_027_com_0082	1
ntw3_art_foot_119_001_0283_com_0083	2
ntw3_art_foot_119_001_0283_com_0083	2
ntw3_art_foot_119_001_0283_tow_028_com_0083	2
ntw3_art_foot_119_001_0283_tow_028_com_0083	2
ntw3_art_foot_119_006_0284_com_0237	1
ntw3_art_foot_119_006_0284_com_0237	1
ntw3_art_foot_119_006_0284_tow_028_com_0237	1
ntw3_art_foot_119_006_0284_tow_028_com_0237	1
ntw3_art_foot_120_005_0286_com_0084	1
ntw3_art_foot_120_005_0286_com_0084	1
ntw3_art_foot_120_005_0286_tow_028_com_0084	1
ntw3_art_foot_120_005_0286_tow_028_com_0084	1
ntw3_art_foot_120_006_0289_com_0344	3
ntw3_art_foot_120_006_0289_com_0344	3
ntw3_art_foot_120_006_0289_tow_028_com_0344	3
ntw3_art_foot_120_006_0289_tow_028_com_0344	3
ntw3_art_foot_121_1011_16096_com_0403	2
ntw3_art_foot_121_1011_16096_tow_028_com_0403	2
ntw3_art_foot_122_012_0294_com_0362	2
ntw3_art_foot_122_012_0294_tow_027_com_0362	2
ntw3_art_foot_122_046_0294_com_0362	2
ntw3_art_foot_122_046_0294_tow_027_com_0362	2
ntw3_art_foot_123_001_0299_com_0087	1
ntw3_art_foot_123_001_0299_tow_029_com_0087	1
ntw3_art_foot_123_012_0299_com_0087	1
ntw3_art_foot_123_012_0299_tow_029_com_0087	1
ntw3_art_foot_124_002_0304_com_0367	1
ntw3_art_foot_124_002_0304_tow_028_com_0367	1
ntw3_art_foot_124_006_0304_com_0367	1
ntw3_art_foot_124_006_0304_tow_028_com_0367	1
ntw3_art_foot_124_012_0301_com_0368	2
ntw3_art_foot_124_012_0301_com_0368	2
ntw3_art_foot_124_012_0301_tow_028_com_0368	2
ntw3_art_foot_124_012_0301_tow_028_com_0368	2
ntw3_art_foot_130_001_0319_com_0379	3
ntw3_art_foot_130_001_0319_tow_028_com_0379	3
ntw3_art_foot_132_006_0321_com_0092	3
ntw3_art_foot_132_006_0321_tow_003_com_0092	3
ntw3_art_foot_133_006_0323_com_0093	2
ntw3_art_foot_133_006_0323_tow_003_com_0093	2
ntw3_art_foot_134_002_0329_com_0095	2
ntw3_art_foot_134_002_0329_tow_003_com_0095	2
ntw3_art_foot_135_005_0330_com_0096	1
ntw3_art_foot_135_005_0330_tow_003_com_0096	1
ntw3_art_foot_136_008_0334_com_0097	1
ntw3_art_foot_136_008_0334_tow_003_com_0097	1
ntw3_art_foot_139_007_0340_com_0101	1
ntw3_art_foot_139_007_0340_tow_003_com_0101	1
ntw3_art_foot_139_012_0338_com_0099	2
ntw3_art_foot_139_012_0338_tow_003_com_0099	2
ntw3_art_foot_140_011_0343_com_0102	5
ntw3_art_foot_140_011_0343_tow_021_com_0102	5
ntw3_art_foot_141_021_0344_com_0103	1
ntw3_art_foot_141_021_0344_tow_021_com_0103	1
ntw3_art_foot_142_006_0350_com_0104	1
ntw3_art_foot_142_006_0350_tow_021_com_0104	1
ntw3_art_foot_144_014_0354_com_0106	1
ntw3_art_foot_144_014_0354_tow_021_com_0106	1
ntw3_art_foot_145_012_0355_com_0107	2
ntw3_art_foot_145_012_0355_tow_021_com_0107	2
ntw3_art_foot_148_003_0367_com_0109	2
ntw3_art_foot_148_003_0367_tow_021_com_0109	2
ntw3_art_foot_149_008_15736_com_0296	1
ntw3_art_foot_149_008_15736_tow_022_com_0296	1
ntw3_art_foot_151_012_15778_com_0292	1
ntw3_art_foot_151_012_15778_tow_022_com_0292	1
ntw3_art_foot_152_999_15749_com_0304	2
ntw3_art_foot_152_999_15749_tow_022_com_0304	2
ntw3_art_foot_154_008_15766_com_0294	1
ntw3_art_foot_154_008_15766_tow_022_com_0294	1
ntw3_art_foot_157_012_0515_com_0319	2
ntw3_art_foot_157_012_0515_tow_030_com_0319	2
ntw3_art_foot_158_006_0520_com_0317	1
ntw3_art_foot_158_006_0520_tow_030_com_0317	1
ntw3_art_foot_159_012_15703_com_0273	2
ntw3_art_foot_159_012_15703_tow_031_com_0273	2
ntw3_art_foot_160_010_15692_com_0270	1
ntw3_art_foot_160_010_15692_tow_031_com_0270	1
ntw3_art_foot_161_010_15689_com_0266	3
ntw3_art_foot_161_010_15689_tow_031_com_0266	3
ntw3_art_foot_163_006_0374_com_0112	2
ntw3_art_foot_163_006_0374_com_0279	1
ntw3_art_foot_163_006_0374_tow_020_com_0112	2
ntw3_art_foot_163_006_0374_tow_020_com_0279	1
ntw3_art_foot_164_001_0379_com_0114	1
ntw3_art_foot_164_001_0379_tow_020_com_0114	1
ntw3_art_foot_164_002_0378_com_0113	4
ntw3_art_foot_164_002_0378_tow_020_com_0113	4
ntw3_art_foot_165_012_0380_com_0115	1
ntw3_art_foot_165_012_0380_tow_020_com_0115	1
ntw3_art_foot_167_008_0390_com_0118	2
ntw3_art_foot_167_008_0390_tow_019_com_0118	2
ntw3_art_foot_169_008_0398_com_0120	2
ntw3_art_foot_169_008_0398_tow_019_com_0120	2
ntw3_art_foot_170_004_0401_com_0121	2
ntw3_art_foot_170_004_0401_tow_020_com_0121	2
ntw3_art_foot_171_009_15695_com_0269	2
ntw3_art_foot_171_009_15695_tow_049_com_0269	2
ntw3_art_foot_172_009_15704_com_0272	4
ntw3_art_foot_172_009_15704_tow_049_com_0272	4
ntw3_art_foot_175_009_15776_com_0293	1
ntw3_art_foot_175_009_15776_tow_050_com_0293	1
ntw3_art_foot_176_006_15794_com_0311	1
ntw3_art_foot_176_006_15794_tow_050_com_0311	1
ntw3_art_foot_176_012_15796_com_0310	2
ntw3_art_foot_176_012_15796_tow_050_com_0310	2
ntw3_art_foot_178_003_15803_com_0314	1
ntw3_art_foot_178_003_15803_tow_050_com_0314	1
ntw3_art_foot_180_012_0404_com_0123	2
ntw3_art_foot_180_012_0404_tow_017_com_0123	2
ntw3_art_foot_183_011_0411_com_0128	1
ntw3_art_foot_183_011_0411_com_0128	1
ntw3_art_foot_183_011_0411_tow_013_com_0128	1
ntw3_art_foot_183_011_0411_tow_013_com_0128	1
ntw3_art_foot_183_012_0413_com_0129	3
ntw3_art_foot_183_012_0413_com_0129	3
ntw3_art_foot_183_012_0413_tow_013_com_0129	3
ntw3_art_foot_183_012_0413_tow_013_com_0129	3
ntw3_art_foot_183_026_0410_com_0126	5
ntw3_art_foot_183_026_0410_com_0126	5
ntw3_art_foot_183_026_0410_tow_013_com_0126	5
ntw3_art_foot_183_026_0410_tow_013_com_0126	5
ntw3_art_foot_184_004_0418_com_0131	2
ntw3_art_foot_184_004_0418_com_0131	2
ntw3_art_foot_184_004_0418_tow_013_com_0131	2
ntw3_art_foot_184_004_0418_tow_013_com_0131	2
ntw3_art_foot_186_011_0422_com_0133	2
ntw3_art_foot_186_011_0422_com_0133	2
ntw3_art_foot_186_011_0422_tow_013_com_0133	2
ntw3_art_foot_186_011_0422_tow_013_com_0133	2
ntw3_art_foot_188_012_0423_com_0134	2
ntw3_art_foot_188_012_0423_com_0134	2
ntw3_art_foot_188_012_0423_tow_013_com_0134	2
ntw3_art_foot_188_012_0423_tow_013_com_0134	2
ntw3_art_foot_190_007_0427_com_0135	3
ntw3_art_foot_190_007_0427_com_0135	3
ntw3_art_foot_190_007_0427_tow_013_com_0135	3
ntw3_art_foot_190_007_0427_tow_013_com_0135	3
ntw3_art_foot_190_024_0429_com_0136	2
ntw3_art_foot_190_024_0429_com_0136	2
ntw3_art_foot_190_024_0429_tow_013_com_0136	2
ntw3_art_foot_190_024_0429_tow_013_com_0136	2
ntw3_art_foot_192_015_0431_com_0137	2
ntw3_art_foot_192_015_0431_com_0137	2
ntw3_art_foot_192_015_0431_tow_013_com_0137	2
ntw3_art_foot_192_015_0431_tow_013_com_0137	2
ntw3_art_foot_196_006_0441_com_0140	2
ntw3_art_foot_196_006_0441_tow_018_com_0140	2
ntw3_art_foot_198_012_15785_com_0298	2
ntw3_art_foot_198_012_15785_tow_025_com_0298	2
ntw3_art_foot_199_012_0449_com_0141	2
ntw3_art_foot_199_012_0449_tow_025_com_0141	2
ntw3_art_foot_208_010_0493_com_0152	2
ntw3_art_foot_242_012_15731_com_0290	2
ntw3_art_foot_243_002_15714_com_0283	1
ntw3_art_foot_244_010_15677_com_0281	1
ntw3_art_foot_244_010_15677_tow_046_com_0281	1
ntw3_art_foot_247_012_15770_com_0302	1
ntw3_art_foot_247_012_15770_tow_022_com_0302	1
ntw3_art_foot_249_005_15875_com_0371	1
ntw3_art_foot_249_005_15875_com_0371	1
ntw3_art_foot_249_005_15875_tow_013_com_0371	1
ntw3_art_foot_249_005_15875_tow_013_com_0371	1
ntw3_art_foot_249_027_15878_com_0372	2
ntw3_art_foot_249_027_15878_com_0372	2
ntw3_art_foot_249_027_15878_tow_013_com_0372	2
ntw3_art_foot_249_027_15878_tow_013_com_0372	2
ntw3_art_foot_252_015_15862_com_0377	2
ntw3_art_foot_252_015_15862_tow_052_com_0377	2
ntw3_art_foot_256_008_15871_com_0349	1
ntw3_art_foot_256_008_15871_tow_053_com_0349	1
ntw3_art_foot_258_012_15913_com_0348	3
ntw3_art_foot_258_012_15913_tow_051_com_0348	3
ntw3_art_foot_262_040_15934_com_0374	2
ntw3_art_foot_262_040_15934_com_0374	2
ntw3_art_foot_262_040_15934_tow_013_com_0374	2
ntw3_art_foot_262_040_15934_tow_013_com_0374	2
ntw3_art_foot_263_008_15939_com_0375	1
ntw3_art_foot_263_008_15939_com_0375	1
ntw3_art_foot_263_008_15939_tow_013_com_0375	1
ntw3_art_foot_263_008_15939_tow_013_com_0375	1
ntw3_art_foot_263_022_15937_com_0376	1
ntw3_art_foot_263_022_15937_com_0376	1
ntw3_art_foot_263_022_15937_tow_013_com_0376	1
ntw3_art_foot_263_022_15937_tow_013_com_0376	1
ntw3_art_foot_279_005_15926_com_0363	1
ntw3_art_foot_279_005_15926_com_0363	1
ntw3_art_foot_279_005_15926_com_0363	1
ntw3_art_foot_279_005_15926_tow_055_com_0363	1
ntw3_art_foot_279_006_15921_com_0357	1
ntw3_art_foot_279_006_15921_com_0357	1
ntw3_art_foot_279_006_15921_com_0357	1
ntw3_art_foot_279_006_15921_tow_055_com_0357	1
ntw3_art_foot_279_006_15924_com_0361	2
ntw3_art_foot_279_006_15924_com_0361	2
ntw3_art_foot_279_010_15922_com_0358	1
ntw3_art_foot_279_010_15922_com_0358	1
ntw3_art_foot_279_010_15922_com_0358	1
ntw3_art_foot_279_010_15922_tow_055_com_0358	1
ntw3_art_foot_279_012_15925_com_0359	2
ntw3_art_foot_279_012_15925_com_0359	2
ntw3_art_foot_279_012_15925_com_0359	2
ntw3_art_foot_279_012_15925_tow_055_com_0359	2
ntw3_art_foot_280_001_16012_com_0387	2
ntw3_art_foot_280_001_16012_com_0387	2
ntw3_art_foot_280_001_16012_tow_057_com_0387	2
ntw3_art_foot_280_001_16033_com_0389	2
ntw3_art_foot_280_001_16033_com_0389	2
ntw3_art_foot_280_001_16033_tow_057_com_0389	2
ntw3_art_foot_281_002_15989_com_0385	1
ntw3_art_foot_281_010_15976_com_0384	3
ntw3_art_foot_281_012_15958_com_0378	3
ntw3_art_foot_281_012_15958_com_0378	3
ntw3_art_foot_281_012_15958_tow_056_com_0378	3
ntw3_art_foot_281_012_15969_com_0381	2
ntw3_art_foot_281_012_15969_com_0381	2
ntw3_art_foot_281_012_15969_tow_056_com_0381	2
ntw3_art_foot_282_001_16100_com_0398	3
ntw3_art_foot_282_001_16100_com_0398	3
ntw3_art_foot_282_001_16100_tow_054_com_0398	3
ntw3_art_foot_283_012_16088_com_0396	2
ntw3_art_foot_283_012_16088_com_0396	2
ntw3_art_foot_283_012_16088_tow_054_com_0396	2
ntw3_art_foot_285_028_16050_com_0392	1
ntw3_art_foot_285_028_16050_com_0392	1
ntw3_art_foot_285_028_16050_tow_057_com_0392	1
ntw3_art_foot_286_010_16006_com_0386	3
ntw3_art_foot_286_010_16006_com_0386	3
ntw3_art_foot_288_006_16112_com_0401	2
ntw3_art_foot_288_006_16112_com_0401	2
ntw3_art_foot_288_006_16112_tow_056_com_0401	2
ntw3_art_foot_288_012_16045_com_0390	3
ntw3_art_foot_288_012_16045_com_0390	3
ntw3_art_foot_288_012_16045_tow_056_com_0390	3
ntw3_art_foot_291_003_16106_com_0400	1
ntw3_art_foot_291_003_16106_com_0400	1
ntw3_art_foot_292_006_16068_com_0394	3
ntw3_art_foot_292_006_16068_com_0394	3
ntw3_art_foot_295_012_16058_com_0393	2
ntw3_art_foot_295_012_16058_com_0393	2
ntw3_art_foot_296_006_15924_com_0361	2
ntw3_art_foot_296_006_15924_tow_055_com_0361	2
ntw3_art_foot_297_002_15989_com_0385	1
ntw3_art_foot_297_002_15989_tow_057_com_0385	1
ntw3_art_foot_297_010_15976_com_0384	3
ntw3_art_foot_297_010_15976_tow_057_com_0384	3
ntw3_art_horse_023_006_0647_com_0251	2
ntw3_art_horse_023_006_0647_tow_043_com_0251	2
ntw3_art_horse_028_006_0651_com_0170	2
ntw3_art_horse_028_006_0651_tow_006_com_0170	2
ntw3_art_horse_032_006_0658_com_0172	2
ntw3_art_horse_035_006_0662_com_0174	1
ntw3_art_horse_035_006_0662_tow_009_com_0174	1
ntw3_art_horse_038_006_0667_com_0178	3
ntw3_art_horse_038_006_0667_tow_009_com_0178	3
ntw3_art_horse_041_006_0672_com_0179	4
ntw3_art_horse_041_006_0672_tow_008_com_0179	4
ntw3_art_horse_043_006_0674_com_0180	2
ntw3_art_horse_043_006_0674_tow_008_com_0180	2
ntw3_art_horse_045_006_15655_com_0236	3
ntw3_art_horse_045_006_15655_tow_008_com_0236	3
ntw3_art_horse_054_006_0687_com_0234	1
ntw3_art_horse_054_999_15654_com_0233	1
ntw3_art_horse_058_009_0690_com_0185	1
ntw3_art_horse_058_009_0690_tow_012_com_0185	1
ntw3_art_horse_059_006_0692_com_0187	1
ntw3_art_horse_059_006_0692_tow_012_com_0187	1
ntw3_art_horse_060_006_0693_com_0188	3
ntw3_art_horse_060_006_0693_tow_012_com_0188	3
ntw3_art_horse_060_006_0694_com_0189	1
ntw3_art_horse_060_006_0694_tow_012_com_0189	1
ntw3_art_horse_060_999_15897_com_0343	1
ntw3_art_horse_060_999_15897_tow_012_com_0343	1
ntw3_art_horse_064_006_15810_com_0322	3
ntw3_art_horse_064_006_15810_tow_011_com_0322	3
ntw3_art_horse_077_004_0702_com_0190	2
ntw3_art_horse_077_004_0702_tow_005_com_0190	2
ntw3_art_horse_093_005_0713_com_0192	2
ntw3_art_horse_093_005_0713_tow_001_com_0192	2
ntw3_art_horse_095_006_0715_com_0193	2
ntw3_art_horse_095_006_0715_tow_004_com_0193	2
ntw3_art_horse_097_002_0717_com_0194	1
ntw3_art_horse_097_002_0717_tow_001_com_0194	1
ntw3_art_horse_101_005_0723_com_0195	2
ntw3_art_horse_101_005_0723_tow_002_com_0195	2
ntw3_art_horse_103_006_0726_com_0196	1
ntw3_art_horse_103_006_0726_tow_002_com_0196	1
ntw3_art_horse_106_006_0730_com_0197	1
ntw3_art_horse_106_006_0730_tow_002_com_0197	1
ntw3_art_horse_108_008_15840_com_0339	1
ntw3_art_horse_108_008_15840_tow_047_com_0339	1
ntw3_art_horse_110_006_15818_com_0324	2
ntw3_art_horse_110_006_15818_tow_047_com_0324	2
ntw3_art_horse_114_006_15823_com_0329	1
ntw3_art_horse_114_006_15823_tow_047_com_0329	1
ntw3_art_horse_115_006_15725_com_0288	3
ntw3_art_horse_115_006_15725_tow_048_com_0288	3
ntw3_art_horse_117_007_0732_com_0198	1
ntw3_art_horse_117_007_0732_com_0198	1
ntw3_art_horse_117_007_0732_tow_028_com_0198	1
ntw3_art_horse_117_007_0732_tow_028_com_0198	1
ntw3_art_horse_119_006_0740_com_0238	1
ntw3_art_horse_119_006_0740_com_0238	1
ntw3_art_horse_119_006_0740_tow_028_com_0238	1
ntw3_art_horse_119_006_0740_tow_028_com_0238	1
ntw3_art_horse_120_006_0742_com_0345	1
ntw3_art_horse_120_006_0742_com_0345	1
ntw3_art_horse_120_006_0742_tow_028_com_0345	1
ntw3_art_horse_120_006_0742_tow_028_com_0345	1
ntw3_art_horse_127_003_15931_com_0370	2
ntw3_art_horse_127_003_15931_tow_029_com_0370	2
ntw3_art_horse_127_006_15930_com_0365	2
ntw3_art_horse_127_006_15930_com_0365	2
ntw3_art_horse_127_006_15930_tow_029_com_0365	2
ntw3_art_horse_127_006_15930_tow_029_com_0365	2
ntw3_art_horse_129_003_0752_com_0369	1
ntw3_art_horse_129_003_0752_tow_027_com_0369	1
ntw3_art_horse_129_003_15931_com_0370	3
ntw3_art_horse_129_003_15931_tow_027_com_0370	3
ntw3_art_horse_130_001_0753_com_0202	1
ntw3_art_horse_130_001_0753_tow_028_com_0202	1
ntw3_art_horse_130_004_0753_com_0202	1
ntw3_art_horse_130_004_0753_tow_028_com_0202	1
ntw3_art_horse_138_003_0763_com_0206	2
ntw3_art_horse_138_003_0763_tow_003_com_0206	2
ntw3_art_horse_139_006_0764_com_0207	3
ntw3_art_horse_139_006_0764_tow_003_com_0207	3
ntw3_art_horse_142_013_0769_com_0209	1
ntw3_art_horse_142_013_0769_tow_021_com_0209	1
ntw3_art_horse_150_006_15739_com_0303	2
ntw3_art_horse_150_006_15739_tow_022_com_0303	2
ntw3_art_horse_151_004_15752_com_0291	1
ntw3_art_horse_151_004_15752_tow_022_com_0291	1
ntw3_art_horse_158_006_0833_com_0316	1
ntw3_art_horse_158_006_0833_tow_030_com_0316	1
ntw3_art_horse_163_006_0776_com_0210	2
ntw3_art_horse_163_006_0776_tow_020_com_0210	2
ntw3_art_horse_166_008_0779_com_0212	2
ntw3_art_horse_166_008_0779_tow_019_com_0212	2
ntw3_art_horse_171_006_15696_com_0268	1
ntw3_art_horse_171_006_15696_tow_049_com_0268	1
ntw3_art_horse_176_006_15798_com_0312	1
ntw3_art_horse_176_006_15798_tow_050_com_0312	1
ntw3_art_horse_183_026_0785_com_0213	1
ntw3_art_horse_183_026_0785_com_0213	1
ntw3_art_horse_183_026_0785_tow_013_com_0213	1
ntw3_art_horse_183_026_0785_tow_013_com_0213	1
ntw3_art_horse_184_004_0786_com_0214	1
ntw3_art_horse_184_004_0786_com_0214	1
ntw3_art_horse_184_004_0786_tow_013_com_0214	1
ntw3_art_horse_184_004_0786_tow_013_com_0214	1
ntw3_art_horse_188_006_0790_com_0215	1
ntw3_art_horse_188_006_0790_com_0215	1
ntw3_art_horse_188_006_0790_tow_013_com_0215	1
ntw3_art_horse_188_006_0790_tow_013_com_0215	1
ntw3_art_horse_193_006_0797_com_0217	2
ntw3_art_horse_195_006_0798_com_0218	2
ntw3_art_horse_195_006_0798_tow_018_com_0218	2
ntw3_art_horse_248_006_15820_com_0331	2
ntw3_art_horse_248_006_15820_tow_047_com_0331	2
ntw3_art_horse_249_003_15876_com_0373	3
